title,imdb_id
Traffic,tt0181865
The Rite,tt1161864
A Bad Moms Christmas,tt6359956
Licorice Pizza,tt11271038
CODA,tt10366460
She's All That,tt0160862
Trolls World Tour,tt6587640
Bad Santa,tt0307987
Countdown,tt10039344
Don't Worry Darling,tt10731256
The Last King of Scotland,tt0455590
Hannah Montana: The Movie,tt1114677
Dragonball Evolution,tt1098327
The Skeleton Key,tt0397101
Frida,tt0120679
Max Payne,tt0467197
Office Christmas Party,tt1711525
Aloha,tt1243974
Coyote Ugly,tt0200550
Deliver Us from Evil,tt2377322
A Dangerous Method,tt1571222
The Invention of Lying,tt1058017
Four Brothers,tt0430105
Leap Year,tt1216492
My Girl,tt0102492
Attack the Block,tt1478964
A Serious Man,tt1019452
Two Weeks Notice,tt0313737
The Other Boleyn Girl,tt0467200
Into the Storm,tt2106361
Planet 51,tt0762125
To Rome with Love,tt1859650
Rough Night,tt4799050
Thir13en Ghosts,tt0245674
Balto,tt0112453
Blackhat,tt2717822
Seeking a Friend for the End of the World,tt1307068
Krampus,tt3850590
Extremely Loud & Incredibly Close,tt0477302
Peppermint,tt6850820
Not Another Teen Movie,tt0277371
Vantage Point,tt0443274
Keeping Up with the Joneses,tt2387499
Three Kings,tt0120188
Abominable,tt6324278
Harold & Kumar Go to White Castle,tt0366551
Tombstone,tt0108358
Sinbad: Legend of the Seven Seas,tt0165982
The Game Plan,tt0492956
Spy Game,tt0266987
The Negotiator,tt0120768
Robin Hood: Men in Tights,tt0107977
Before I Go to Sleep,tt1726592
JFK,tt0102138
Layer Cake,tt0375912
Cheaper by the Dozen 2,tt0452598
Home on the Range,tt0299172
The Crazies,tt0455407
Funny Games,tt0808279
Dark Waters,tt9071322
Exam,tt1258197
Let Me In,tt1228987
Blockers,tt2531344
Letters from Iwo Jima,tt0498380
Babylon A.D.,tt0364970
A Man Called Otto,tt7405458
Hunt for the Wilderpeople,tt4698684
We Were Soldiers,tt0277434
Tooth Fairy,tt0808510
The Life of David Gale,tt0289992
Dazed and Confused,tt0106677
The Haunted Mansion,tt0338094
Cool Runnings,tt0106611
Unleashed,tt0342258
The 6th Day,tt0216216
Step Up All In,tt2626350
Slender Man,tt5690360
What If,tt1486834
Scream VI,tt17663992
Hostel: Part II,tt0498353
The Santa Clause,tt0111070
Naked Gun 33⅓: The Final Insult,tt0110622
Knock at the Cabin,tt15679400
Star Wars: The Clone Wars,tt1185834
From Paris with Love,tt1179034
Hall Pass,tt0480687
DragonHeart,tt0116136
Entrapment,tt0137494
Couples Retreat,tt1078940
Oldboy,tt1321511
Runaway Bride,tt0163187
Colonia,tt4005402
The Rundown,tt0327850
Daybreakers,tt0433362
Gnomeo & Juliet,tt0377981
The Firm,tt0106918
Step Up 3D,tt1193631
Vivarium,tt8368406
16 Blocks,tt0450232
8MM,tt0134273
Fright Night,tt1438176
Out of the Furnace,tt1206543
The Pink Panther,tt0383216
Blair Witch,tt1540011
High Fidelity,tt0146882
The House Bunny,tt0852713
Ray,tt0350258
21 Bridges,tt8688634
Red Eye,tt0421239
Mary and Max,tt0978762
The Sisters Brothers,tt4971344
The Faculty,tt0133751
The Choice,tt3797868
Repo Men,tt1053424
The Basketball Diaries,tt0112461
State of Play,tt0473705
Boyz n the Hood,tt0101507
The Tuxedo,tt0290095
Road Trip,tt0215129
Just My Luck,tt0397078
Midnight Special,tt2649554
Machete Kills,tt2002718
Wild Child,tt1024255
"I, Frankenstein",tt1418377
The Guest,tt2980592
Army of Thieves,tt13024674
Maid in Manhattan,tt0252076
The Fabelmans,tt14208870
Plane,tt5884796
Bend It Like Beckham,tt0286499
Ballerina,tt2261287
Child's Play,tt8663516
Indiana Jones and the Dial of Destiny,tt1462764
Faster,tt1433108
Escape Room: Tournament of Champions,tt9844522
American Pie Presents: Beta House,tt0974959
Cellular,tt0337921
The Switch,tt0889573
Serendipity,tt0240890
Two Night Stand,tt2140619
Paranormal Activity 4,tt2109184
G-Force,tt0436339
Scouts Guide to the Zombie Apocalypse,tt1727776
Mr. Holmes,tt3168230
Conan the Barbarian,tt0816462
Battle of the Sexes,tt4622512
The Family Man,tt0218967
That's My Boy,tt1232200
Elephant,tt0363589
Twin Peaks: Fire Walk with Me,tt0105665
Year One,tt1045778
St. Vincent,tt2170593
Role Models,tt0430922
The Woman King,tt8093700
Paterson,tt5247022
eXistenZ,tt0120907
Shoot 'Em Up,tt0465602
The Counselor,tt2193215
Ambulance,tt4998632
Barbarian,tt15791034
"Dude, Where's My Car?",tt0242423
A Haunted House,tt2243537
Mandy,tt6998518
Nanny McPhee and the Big Bang,tt1415283
A Wrinkle in Time,tt1620680
Lockout,tt1592525
Where the Wild Things Are,tt0386117
Along Came a Spider,tt0164334
What to Expect When You're Expecting,tt1586265
Ella Enchanted,tt0327679
Analyze This,tt0122933
Terrifier,tt4281724
Bedazzled,tt0230030
xXx: State of the Union,tt0329774
Regression,tt3319920
Bride of Chucky,tt0144120
The Jackal,tt0119395
Drive Angry,tt1502404
Dante's Peak,tt0118928
Mirrors,tt0790686
Team America: World Police,tt0372588
The Whole Nine Yards,tt0190138
Magic Mike XXL,tt2268016
End of Days,tt0146675
House at the End of the Street,tt1582507
Hot Shots! Part Deux,tt0107144
The Craft,tt0115963
Free Willy,tt0106965
The Core,tt0298814
Batman: The Killing Joke,tt4853102
Mary Queen of Scots,tt2328900
Good Boys,tt6977338
National Lampoon's Van Wilder,tt0283111
The Last Boy Scout,tt0102266
Napoleon Dynamite,tt0374900
Garden State,tt0333766
The Losers,tt0480255
Flags of Our Fathers,tt0418689
The Bad Guys,tt8115900
Dark Skies,tt2387433
Ransom,tt0117438
The Death of Stalin,tt4686844
Spiral: From the Book of Saw,tt10342730
The 13th Warrior,tt0120657
Little Nicky,tt0185431
Vampire Academy,tt1686821
Sister Act 2: Back in the Habit,tt0108147
42,tt0453562
What Lies Beneath,tt0161081
65,tt12261776
Dinner for Schmucks,tt0427152
Guy Ritchie's The Covenant,tt4873118
Paycheck,tt0338337
Eraser,tt0116213
The Waterboy,tt0120484
Superhero Movie,tt0426592
Old School,tt0302886
Winchester,tt1072748
The Forest,tt3387542
Peter Rabbit,tt5117670
Pay It Forward,tt0223897
The Insider,tt0140352
Triangle of Sadness,tt7322224
Miss Sloane,tt4540710
The Box,tt0362478
Rat Race,tt0250687
The Way Way Back,tt1727388
Winter's Bone,tt1399683
Lars and the Real Girl,tt0805564
Payback,tt0120784
Blades of Glory,tt0445934
American Pie Presents: The Book of Love,tt1407050
Masterminds,tt2461150
Clifford the Big Red Dog,tt2397461
Dancer in the Dark,tt0168629
Get Him to the Greek,tt1226229
Whatever Works,tt1178663
Hoodwinked!,tt0443536
Snakes on a Plane,tt0417148
City of Ember,tt0970411
Enter the Void,tt1191111
Nebraska,tt1821549
Dreamcatcher,tt0285531
Endless Love,tt2318092
Cold Mountain,tt0159365
The Texas Chainsaw Massacre: The Beginning,tt0420294
The Count of Monte Cristo,tt0245844
The Green Knight,tt9243804
The Iron Lady,tt1007029
The Campaign,tt1790886
Man on the Moon,tt0125664
Criminal,tt3014866
Miami Vice,tt0430357
A Scanner Darkly,tt0405296
Beasts of No Nation,tt1365050
Violent Night,tt12003946
The Last House on the Left,tt0844708
Friday,tt0113118
Defiance,tt1034303
A Goofy Movie,tt0113198
Margin Call,tt1615147
Beverly Hills Cop III,tt0109254
Star Trek: First Contact,tt0117731
Frequency,tt0186151
Suburbicon,tt0491175
In the Name of the Father,tt0107207
Eight Below,tt0397313
Take Shelter,tt1675192
Anomalisa,tt2401878
Race to Witch Mountain,tt1075417
The Recruit,tt0292506
News of the World,tt6878306
The Duchess,tt0864761
The Wedding Singer,tt0120888
Scoob!,tt3152592
Dora and the Lost City of Gold,tt7547410
Ben-Hur,tt2638144
War,tt0499556
The Fourth Kind,tt1220198
Crimson Tide,tt0112740
30 Minutes or Less,tt1622547
Shaft,tt4463894
Chloe,tt1352824
Eden Lake,tt1020530
While You Were Sleeping,tt0114924
Death at a Funeral,tt0795368
Mr. Brooks,tt0780571
Emma.,tt9214832
RV,tt0449089
Filth,tt1450321
Fighting with My Family,tt6513120
Matchstick Men,tt0325805
Ride Along 2,tt2869728
Reminiscence,tt3272066
Ali,tt0248667
Brüno,tt0889583
Footloose,tt1068242
Duplex,tt0266489
Bring It On,tt0204946
Hummingbird,tt1893256
The Sum of All Fears,tt0164184
The Night Before,tt3530002
Lolita,tt0119558
Rounders,tt0128442
The Boxtrolls,tt0787474
"I Love You, Man",tt1155056
Michael Clayton,tt0465538
Wild Things,tt0120890
Dr. Dolittle 2,tt0240462
Little Man,tt0430304
Night School,tt6781982
The Quick and the Dead,tt0114214
Doubt,tt0918927
One Hour Photo,tt0265459
Music and Lyrics,tt0758766
The Wedding Planner,tt0209475
The Forbidden Kingdom,tt0865556
Planes,tt1691917
Child 44,tt1014763
The Signal,tt2910814
The Infiltrator,tt1355631
Made of Honor,tt0866439
Meet the Spartans,tt1073498
World Trade Center,tt0469641
The Hours,tt0274558
Suffragette,tt3077214
Detroit,tt5390504
Pleasantville,tt0120789
Sex and the City 2,tt1261945
Sense and Sensibility,tt0114388
Precious,tt0929632
Monster-in-Law,tt0369735
Automata,tt1971325
Grindhouse,tt0462322
Failure to Launch,tt0427229
Barton Fink,tt0101410
Alvin and the Chipmunks: The Road Chip,tt2974918
Zookeeper,tt1222817
The Dressmaker,tt2910904
The Cat in the Hat,tt0312528
Super Size Me,tt0390521
G.I. Jane,tt0119173
Talladega Nights: The Ballad of Ricky Bobby,tt0415306
I Love You Phillip Morris,tt1045772
Hereafter,tt1212419
What a Girl Wants,tt0286788
Blitz,tt1297919
The 15:17 to Paris,tt6802308
Hot Pursuit,tt2967224
Frank,tt1605717
The Angry Birds Movie 2,tt6095472
Philomena,tt2431286
Cats & Dogs,tt0239395
Skyline,tt1564585
Scoop,tt0457513
The Finest Hours,tt2025690
Any Given Sunday,tt0146838
The Unbearable Weight of Massive Talent,tt11291274
Maggie,tt1881002
Texas Chainsaw 3D,tt1572315
Ruby Sparks,tt1839492
Billy Madison,tt0112508
Another Earth,tt1549572
Speed 2: Cruise Control,tt0120179
All Is Lost,tt2017038
The Wedding Ringer,tt0884732
Smokin' Aces,tt0475394
Gold,tt1800302
Malcolm X,tt0104797
The Heartbreak Kid,tt0408839
Hostage,tt0340163
The Possession,tt0431021
A Perfect World,tt0107808
The Score,tt0227445
Spencer,tt12536294
The Kingdom,tt0431197
Trumbo,tt3203606
The Full Monty,tt0119164
Halloween H20: 20 Years Later,tt0120694
Sideways,tt0375063
Happy Feet Two,tt1402488
The Peanuts Movie,tt2452042
The Phantom of the Opera,tt0293508
Big Momma's House 2,tt0421729
Iron Sky,tt1034314
In the Mouth of Madness,tt0113409
The Ladykillers,tt0335245
Sphere,tt0120184
Chernobyl Diaries,tt1991245
Jeepers Creepers 2,tt0301470
Braindead,tt0103873
Species,tt0114508
Taking Lives,tt0364045
Silent Hill: Revelation 3D,tt0938330
Jackass Presents: Bad Grandpa,tt3063516
Red Dawn,tt1234719
The X Files,tt0120902
Hide and Seek,tt0382077
Secretary,tt0274812
Patriot Games,tt0105112
Something's Gotta Give,tt0337741
Cocaine Bear,tt14209916
Mank,tt10618286
A Beautiful Day in the Neighborhood,tt3224458
House of 1000 Corpses,tt0251736
Accepted,tt0384793
Paul Blart: Mall Cop 2,tt3450650
Maverick,tt0110478
Race,tt3499096
Bewitched,tt0374536
Ultraviolet,tt0370032
A Single Man,tt1315981
Anon,tt5397194
Diary of a Wimpy Kid,tt1196141
Eye in the Sky,tt2057392
Jackass: The Movie,tt0322802
Brick Mansions,tt1430612
The Muppets,tt1204342
Seed of Chucky,tt0387575
21 & Over,tt1711425
Tenacious D in The Pick of Destiny,tt0365830
"Legally Blonde 2: Red, White & Blonde",tt0333780
Candyman,tt0103919
mid90s,tt5613484
Nacho Libre,tt0457510
Land of the Dead,tt0418819
The One,tt0267804
U.S. Marshals,tt0120873
Blood Father,tt3647498
Hotel Artemis,tt5834262
Trouble with the Curve,tt2083383
The Marksman,tt6902332
Serenity,tt6476140
Epic Movie,tt0799949
Monsters,tt1470827
Premonition,tt0477071
Edge of Darkness,tt1226273
Dead Man,tt0112817
The Zookeeper's Wife,tt1730768
Halloween Ends,tt10665342
Smallfoot,tt6182908
Curse of Chucky,tt2230358
Following,tt0154506
Only the Brave,tt3829920
The Cell,tt0209958
Freaky,tt10919380
Unsane,tt7153766
Unfriended: Dark Web,tt4761916
Speed Racer,tt0811080
Assassins,tt0112401
Jay and Silent Bob Strike Back,tt0261392
Bowling for Columbine,tt0310793
Hitchcock,tt0975645
The Way Back,tt1023114
Minari,tt10633456
No Hard Feelings,tt15671028
Mercury Rising,tt0120749
Daylight,tt0116040
Cop Land,tt0118887
Super,tt1512235
Snake Eyes: G.I. Joe Origins,tt8404256
Child's Play 3,tt0103956
Looney Tunes: Back in Action,tt0318155
Aquamarine,tt0429591
The Manchurian Candidate,tt0368008
Terrifier 2,tt10403420
Sorry to Bother You,tt5688932
Wall Street: Money Never Sleeps,tt1027718
The Pelican Brief,tt0107798
Cop Out,tt1385867
Sweet Home Alabama,tt0256415
Astro Boy,tt0375568
Those Who Wish Me Dead,tt3215824
Eighth Grade,tt7014006
In the Line of Fire,tt0107206
Air,tt16419074
Dope,tt3850214
Candyman,tt9347730
Under Siege,tt0105690
Florence Foster Jenkins,tt4136084
Slither,tt0439815
August: Osage County,tt1322269
Into the Blue,tt0378109
The Transporter Refueled,tt2938956
Stronger,tt3881784
Delivery Man,tt2387559
Ninja Assassin,tt1186367
Good Luck Chuck,tt0452625
Unfaithful,tt0250797
Volcano,tt0120461
The Frighteners,tt0116365
The Adventures of Sharkboy and Lavagirl,tt0424774
Never Been Kissed,tt0151738
Junior,tt0110216
My Cousin Vinny,tt0104952
Morgan,tt4520364
A Good Year,tt0401445
The Kids Are All Right,tt0842926
Morning Glory,tt1126618
Macbeth,tt2884018
Walking Tall,tt0351977
The Invasion,tt0427392
Fool's Gold,tt0770752
The November Man,tt2402157
Boss Level,tt7638348
Kiss the Girls,tt0119468
Broken City,tt1235522
The Guardian,tt0406816
Free State of Jones,tt1124037
The Straight Story,tt0166896
The Jacket,tt0366627
Goosebumps 2: Haunted Halloween,tt5664636
A Dog's Journey,tt8385474
Intolerable Cruelty,tt0138524
The Loft,tt1850397
Broken Arrow,tt0115759
I Still Know What You Did Last Summer,tt0130018
The X Files: I Want to Believe,tt0443701
The Piano,tt0107822
United 93,tt0475276
Final Fantasy: The Spirits Within,tt0173840
Blue Streak,tt0181316
Judas and the Black Messiah,tt9784798
Before the Devil Knows You're Dead,tt0292963
The Constant Gardener,tt0387131
Dennis the Menace,tt0106701
The Frozen Ground,tt2005374
Sahara,tt0318649
The Darkest Hour,tt1093357
Clear and Present Danger,tt0109444
DC League of Super-Pets,tt8912936
Blue Ruin,tt2359024
Harold & Kumar Escape from Guantanamo Bay,tt0481536
The Hundred-Foot Journey,tt2980648
EverAfter,tt0120631
Paranormal Activity: The Marked Ones,tt2473682
Street Kings,tt0421073
Practical Magic,tt0120791
Jonah Hex,tt1075747
Here Comes the Boom,tt1648179
The Hills Have Eyes 2,tt0800069
Street Fighter,tt0111301
The Collector,tt0844479
Smurfs: The Lost Village,tt2398241
Charlie Wilson's War,tt0472062
Six Days Seven Nights,tt0120828
The Incredible Burt Wonderstone,tt0790628
The Belko Experiment,tt1082807
Where the Crawdads Sing,tt9411972
The Interpreter,tt0373926
Behind Enemy Lines,tt0159273
Conspiracy Theory,tt0118883
Vacancy,tt0452702
Stepmom,tt0120686
What Men Want,tt7634968
The Lazarus Effect,tt2918436
Safety Not Guaranteed,tt1862079
The Back-Up Plan,tt1212436
Motherless Brooklyn,tt0385887
Escape Plan 2: Hades,tt6513656
Meet Dave,tt0765476
A Most Violent Year,tt2937898
The Art of Racing in the Rain,tt1478839
The Messenger: The Story of Joan of Arc,tt0151137
Penelope,tt0472160
The Mexican,tt0236493
Fahrenheit 9/11,tt0361596
Capote,tt0379725
Sabotage,tt1742334
Agora,tt1186830
Equals,tt3289728
The Old Man & the Gun,tt2837574
Sisters,tt1850457
Woman in Gold,tt2404425
John Tucker Must Die,tt0455967
Memory,tt11827628
Dog,tt11252248
The Awakening,tt1687901
Escape from L.A.,tt0116225
Alive,tt0106246
A Street Cat Named Bob,tt3606888
Mission to Mars,tt0183523
Star Trek: Nemesis,tt0253754
The Green Inferno,tt2403021
"Synecdoche, New York",tt0383028
47 Meters Down: Uncaged,tt7329656
Overboard,tt1563742
Paranormal Activity: The Ghost Dimension,tt2473510
A Haunted House 2,tt2828996
It's Complicated,tt1230414
Killer Joe,tt1726669
Gretel & Hansel,tt9086228
Centurion,tt1020558
The Room,tt0368226
The Light Between Oceans,tt2547584
The Devil's Rejects,tt0395584
Leaving Las Vegas,tt0113627
Solomon Kane,tt0970452
Elizabeth,tt0127536
Tolkien,tt3361792
Charlotte's Web,tt0413895
The Farewell,tt8637428
Color Out of Space,tt5073642
Deuce Bigalow: Male Gigolo,tt0205000
Ghost World,tt0162346
Dream House,tt1462041
The Ant Bully,tt0429589
The Doors,tt0101761
Backdraft,tt0101393
Winter's Tale,tt1837709
The Hurricane,tt0174856
Halloween II,tt1311067
Jackass 3D,tt1116184
Alpha Dog,tt0426883
Lady in the Water,tt0452637
Collateral Damage,tt0233469
Fifty Shades of Black,tt4667094
A League of Their Own,tt0104694
Fallen,tt0119099
Secret in Their Eyes,tt1741273
Indecent Proposal,tt0107211
The Boss,tt2702724
Shaun the Sheep Movie,tt2872750
Chasing Amy,tt0118842
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",tt1698641
The Gambler,tt2039393
102 Dalmatians,tt0211181
Just Married,tt0305711
Ali G Indahouse,tt0284837
The Haunting,tt0171363
Haywire,tt1506999
Across the Universe,tt0445922
Wonder Wheel,tt5825380
The Five-Year Engagement,tt1195478
"You, Me and Dupree",tt0463034
Tusk,tt3099498
The Raven,tt1486192
Bastille Day,tt2368619
Space Cowboys,tt0186566
We Own the Night,tt0498399
Holes,tt0311289
Syriana,tt0365737
Be Kind Rewind,tt0799934
A Perfect Murder,tt0120787
The Legend of Hercules,tt1043726
Mr. Right,tt2091935
Revolver,tt0365686
Kate & Leopold,tt0035423
Belfast,tt12789558
A Most Wanted Man,tt1972571
The American,tt1440728
The Best Exotic Marigold Hotel,tt1412386
A Thousand Words,tt0763831
Dead Man Walking,tt0112818
New Nightmare,tt0111686
Johnny Mnemonic,tt0113481
Father of the Bride,tt0101862
Sex Drive,tt1135985
Spawn,tt0120177
Your Highness,tt1240982
The Girl in the Spider's Web,tt5177088
The Strangers: Prey at Night,tt1285009
Annie,tt1823664
The Book of Henry,tt4572792
Live by Night,tt2361317
Wish Upon,tt5322012
An Education,tt1174732
Kidnap,tt1458169
First Reformed,tt6053438
Replicas,tt4154916
The Sisterhood of the Traveling Pants,tt0403508
The Possession of Hannah Grace,tt5734576
Under the Silver Lake,tt5691670
The Stepford Wives,tt0327162
Snake Eyes,tt0120832
My Week with Marilyn,tt1655420
The Fisher King,tt0101889
Larry Crowne,tt1583420
The Net,tt0113957
This Is Where I Leave You,tt1371150
Fried Green Tomatoes,tt0101921
Land of the Lost,tt0457400
Broken Flowers,tt0412019
Boys Don't Cry,tt0171804
Jason X,tt0211443
Once,tt0907657
The Wicker Man,tt0450345
Sliding Doors,tt0120148
Mother's Day,tt4824302
James and the Giant Peach,tt0116683
White Men Can't Jump,tt0105812
Nutty Professor II: The Klumps,tt0144528
The Spy Next Door,tt1273678
Short Term 12,tt2370248
Star Trek: Generations,tt0111280
The Siege,tt0133952
Universal Soldier: The Return,tt0176269
A Lot Like Love,tt0391304
Baby's Day Out,tt0109190
Left Behind,tt2467046
Clerks II,tt0424345
The Queen,tt0436697
Save the Last Dance,tt0206275
Sweet November,tt0230838
Dark Places,tt2402101
Strange Days,tt0114558
Super Mario Bros.,tt0108255
Grudge Match,tt1661382
CHiPS,tt0493405
The Lizzie McGuire Movie,tt0306841
Funny People,tt1201167
Amistad,tt0118607
Spanglish,tt0371246
Solaris,tt0307479
The Eagle,tt1034389
Glengarry Glen Ross,tt0104348
Stuber,tt7734218
Fruitvale Station,tt2334649
Friend Request,tt3352390
Cabin Fever,tt0303816
Urban Legend,tt0146336
You Again,tt1414382
The Santa Clause 2,tt0304669
Doomsday,tt0483607
Blindness,tt0861689
The Remains of the Day,tt0107943
Mission: Impossible - Dead Reckoning Part One,tt9603212
Sleepless,tt2072233
Stay,tt0371257
Freddy's Dead: The Final Nightmare,tt0101917
Rock of Ages,tt1336608
Fist Fight,tt3401882
Vampires Suck,tt1666186
The Specialist,tt0111255
Wanderlust,tt1655460
Bullet to the Head,tt1308729
The Thirteenth Floor,tt0139809
Shaft,tt0162650
Fantasia 2000,tt0120910
Insidious: The Red Door,tt13405778
Runner Runner,tt2364841
"Roman J. Israel, Esq.",tt6000478
Takers,tt1135084
Amsterdam,tt10304142
Outlander,tt0462465
Sky Captain and the World of Tomorrow,tt0346156
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,tt0116126
Quarantine,tt1082868
Brahms: The Boy II,tt9173418
Double Jeopardy,tt0150377
The Bye Bye Man,tt4030600
Selena,tt0120094
The Fall,tt0460791
Cult of Chucky,tt3280262
A Perfect Getaway,tt0971209
No Reservations,tt0481141
Jack,tt0116669
Bound by Honor,tt0106469
Popstar: Never Stop Never Stopping,tt3960412
The Rainmaker,tt0119978
Hackers,tt0113243
Star Trek VI: The Undiscovered Country,tt0102975
The Water Diviner,tt3007512
Cosmopolis,tt1480656
PAW Patrol: The Movie,tt11832046
Windtalkers,tt0245562
Red Lights,tt1748179
Bachelorette,tt1920849
MouseHunt,tt0119715
"Big Mommas: Like Father, Like Son",tt1464174
When in Rome,tt1185416
Young Adult,tt1625346
This Must Be the Place,tt1440345
Elizabeth: The Golden Age,tt0414055
Runaway Jury,tt0313542
Righteous Kill,tt1034331
The Animal,tt0255798
Forever My Girl,tt4103724
This Is England,tt0480025
Halloween: Resurrection,tt0220506
The Upside,tt1987680
Personal Shopper,tt4714782
Home Again,tt5719700
Babe: Pig in the City,tt0120595
Out of Sight,tt0120780
Mallrats,tt0113749
Second Act,tt2126357
The Last Castle,tt0272020
The Rum Diary,tt0376136
Hop,tt1411704
Lost in Space,tt0120738
RoboCop 3,tt0107978
Domino,tt0421054
The Ward,tt1369706
Soul Surfer,tt1596346
Analyze That,tt0289848
Rescue Dawn,tt0462504
Little Women,tt0110367
Shall We Dance?,tt0358135
October Sky,tt0132477
The International,tt0963178
Vampires,tt0120877
Brick,tt0393109
Eight Legged Freaks,tt0271367
All Eyez on Me,tt1666185
Valhalla Rising,tt0862467
Nick and Norah's Infinite Playlist,tt0981227
Mary Shelley's Frankenstein,tt0109836
Miracles from Heaven,tt4257926
Inspector Gadget,tt0141369
About Schmidt,tt0257360
Captain Underpants: The First Epic Movie,tt2091256
The Zero Theorem,tt2333804
Showgirls,tt0114436
Honey,tt0322589
The Odd Life of Timothy Green,tt1462769
Return to the Blue Lagoon,tt0102782
Judy,tt7549996
Far and Away,tt0104231
Oliver Twist,tt0380599
Becoming Jane,tt0416508
Dan in Real Life,tt0480242
Arctic,tt6820256
The Ruins,tt0963794
I Still Believe,tt9779516
U-571,tt0141926
The Grudge,tt3612126
Stir of Echoes,tt0164181
The Wedding Date,tt0372532
The Words,tt1840417
Star Trek: Insurrection,tt0120844
Jexi,tt9354944
The Guard,tt1540133
First Knight,tt0113071
Hidalgo,tt0317648
The Big Wedding,tt1931435
So Undercover,tt1766094
Romeo Must Die,tt0165929
"Honey, I Blew Up the Kid",tt0104437
Mortal Kombat: Annihilation,tt0119707
The Devil's Own,tt0118972
Disclosure,tt0109635
Laggies,tt2034031
The Long Kiss Goodnight,tt0116908
The Gift,tt0219699
Kiss of the Dragon,tt0271027
Mindhunters,tt0297284
Frost/Nixon,tt0870111
Nim's Island,tt0410377
Welcome to Marwen,tt3289724
The Cider House Rules,tt0124315
The Jungle Book 2,tt0283426
The Kite Runner,tt0419887
Big Game,tt2088003
Trespass,tt1674784
Strange World,tt10298840
Rumor Has It...,tt0398375
The Dukes of Hazzard,tt0377818
The Painted Veil,tt0446755
If Beale Street Could Talk,tt7125860
Joy Ride,tt0206314
20th Century Women,tt4385888
The Nanny Diaries,tt0489237
The Professor and the Madman,tt5932728
Timecop,tt0111438
Suite Française,tt0900387
The Sandlot,tt0108037
The Thomas Crown Affair,tt0155267
A Hologram for the King,tt2980210
My Bloody Valentine,tt1179891
Operation Fortune: Ruse de Guerre,tt7985704
Enough,tt0278435
The Man with the Iron Fists,tt1258972
Ghost Dog: The Way of the Samurai,tt0165798
The Good Shepherd,tt0343737
The New World,tt0402399
Disconnect,tt1433811
Captive State,tt5968394
The Forgotten,tt0356618
Confessions of a Dangerous Mind,tt0270288
Jackass Number Two,tt0493430
Dangerous Minds,tt0112792
The Kings of Summer,tt2179116
Out of Time,tt0313443
Punisher: War Zone,tt0450314
Phenomenon,tt0117333
Wolf Creek,tt0416315
While We're Young,tt1791682
Teen Titans Go! To the Movies,tt7424200
Frailty,tt0264616
Act of Valor,tt1591479
Four Lions,tt1341167
40 Days and 40 Nights,tt0243736
Tracers,tt2401097
Labor Day,tt1967545
Downton Abbey,tt6398184
Death Sentence,tt0804461
The Saint,tt0120053
Black Knight,tt0265087
'71,tt2614684
Blue Beetle,tt9362930
Diary of a Wimpy Kid: Rodrick Rules,tt1650043
Goal!,tt0380389
The Horse Whisperer,tt0119314
Lake Placid,tt0139414
The Descent: Part 2,tt1073105
Stillwater,tt10696896
Wolfwalkers,tt5198068
The Good Liar,tt5563334
My Own Private Idaho,tt0102494
Bandidas,tt0416496
The Haunting in Connecticut,tt0492044
Four Christmases,tt0369436
Free Fire,tt4158096
Bad Lieutenant: Port of Call - New Orleans,tt1095217
Renfield,tt11358390
Hard Target,tt0107076
After.Life,tt0838247
The Way Back,tt8544498
The Birdcage,tt0115685
A Dog's Way Home,tt7616798
Everybody Wants Some!!,tt2937696
The Client,tt0109446
Maps to the Stars,tt2172584
Agent Cody Banks,tt0313911
TMNT,tt0453556
Kids,tt0113540
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,tt0103060
The Black Dahlia,tt0387877
Veronica Mars,tt2771372
Cirque du Freak: The Vampire's Assistant,tt0450405
Last Knights,tt2493486
The Midnight Meat Train,tt0805570
The Aeronauts,tt6141246
13 Sins,tt2059171
Titan A.E.,tt0120913
The Mothman Prophecies,tt0265349
Elizabethtown,tt0368709
The Sweetest Thing,tt0253867
Robot & Frank,tt1990314
Striptease,tt0117765
The People vs. Larry Flynt,tt0117318
The Physician,tt2101473
Pearl,tt18925334
Nine Lives,tt4383594
High Life,tt4827558
Barely Lethal,tt1731701
Justice League: War,tt3060952
Mimic,tt0119675
The Pirates! In an Adventure with Scientists!,tt1430626
Changing Lanes,tt0264472
Breakthrough,tt7083526
Super Troopers,tt0247745
Assault on Precinct 13,tt0398712
88 Minutes,tt0411061
Barnyard,tt0414853
Open Water,tt0374102
Stigmata,tt0145531
Like Crazy,tt1758692
The Bad Batch,tt4334266
Gosford Park,tt0280707
Finding Forrester,tt0181536
Sydney White,tt0815244
Ghosts of Mars,tt0228333
The Current War,tt2140507
Keanu,tt4139124
Halloween: The Curse of Michael Myers,tt0113253
Beverly Hills Chihuahua,tt1014775
Timeline,tt0300556
Don't Be Afraid of the Dark,tt1270761
Whip It,tt1172233
The Wild,tt0405469
Talk to Me,tt10638522
Beasts of the Southern Wild,tt2125435
Arlington Road,tt0137363
Inland Empire,tt0460829
The Postman,tt0119925
It's a Boy Girl Thing,tt0482527
Batman: Mask of the Phantasm,tt0106364
Serena,tt1247690
The Endless,tt3986820
White Boy Rick,tt4537896
Antlers,tt7740510
